Mileage_km,Price_$,Bike,Type_of_Bike,Used_Time
729,"11,499",GSX-R750,Suzuki Sportbike,2020
6194,"13,793",V-STROM 1050XT,Suzuki Dual Sport,2020
1896,"4,392",GSX250R,Suzuki Sportbike,2019
356,"5,999",BOULEVARD S40,Suzuki Cruiser,2019
4509,"15,698",GSX-R1000 ABS,Suzuki Sportbike,2018
2258,"7,991",V-STROM 650XT,Suzuki Dual Sport,2018
3106,"6,491",DR-Z400S,Suzuki Dual Sport,2018
4826,"10,591",V-STROM 1000,Suzuki Dual Sport,2018
8182,"8,880",GSX- S1000F ABS,Suzuki Sportbike,2017
4728,"5,999",GSX-S750,Suzuki Standard,2015
69319,"6,890",V-STROM 1000 ABS ADVENTURE,Suzuki Sport Touring,2014
63606,"4,999",BOULEVARD C90T,Suzuki Cruiser,2005
3,"8,398",RM-Z250, Suzuki Dirt Bike,2023
5,"7,099",DR-Z400S, Suzuki Dual Sport,2023
2,"8,599",BURGMAN 400,Suzuki Scooter,2023
2,"7,099",DR-Z400S, Suzuki Dual Sport,2023
2,"7,799",DR-Z400SM, Suzuki Competition,2023
2,"6,999",DR650S, Suzuki Standard,2023
2,"7,099",DR-Z400S, Suzuki Standard,2023
2,"7,999",GSX-S750, Suzuki Sportbike,2022
2,"18,599",HAYABUSA, Suzuki Sportbike,2022
3154,"7,895",BOULEVARD C50,Suzuki Cruiser,2021
4300,"9,991",GSX-S1000F,Suzuki Sportbike,2020
5769,"6,999",SV650 ABS,Suzuki Standard,2020
2812,"13,875",V-STROM 1050XT,Suzuki Dual Sport,2020
1579,"6,491",BURGMAN 400,Suzuki Scooter,2019
1822,"6,291",BURGMAN 400 ABS,Suzuki Scooter,2018
8938,"4,999",BOULEVARD S-40 S40,Suzuki Cruiser,2018
2346,"8,750",GSX-S750Z,Suzuki Sportbike,2018
3808,"11,995",GSX R 750,Suzuki Sportbike,2018
25787,"5,795",DR-Z400SM,Suzuki Dual Sport,2017
10004,"15,475",GSX-R 1000,Suzuki Sportbike,2017
13689,"13,995",HAYABUSA,Suzuki Sportbike,2016
19739,"13,900",GSX-1300RA HAYABUSA,Suzuki Standard,2016
20588,"2,999",BURGMAN 400 ABS,Suzuki Scooter,2016
34031,"5,990",GSX-S750Z,Suzuki Sportbike,2015
9658,"5,999",V-STROM 650 ABS,Suzuki Standard,2014
49074,"7,990",BOULEVARD C90T B.O.S.S.,Suzuki Cruiser,2013
58949,"7,990",BOULEVARD C90T B.O.S.S.,Suzuki Cruiser,2013
12783,"5,990",BOULEVARD C50 T,Suzuki Cruiser,2013
3983,"5,890",BOULEVARD M50,Suzuki Sportbike,2013
53338,"3,999",BURGMAN 400 ABS,Suzuki Scooter,2012
10160,"8,995",GSX-R 600,Suzuki Sportbike,2008
33537,"6,799",M109RK8 BOULEVARD,Suzuki Touring,2008
4038,"13,999",HAYABUSA,Suzuki Sportbike,2008
27731,"9,390",GSX R 600,Suzuki Sportbike,2008
19145,"9,495",GSX R 1000,Suzuki Sportbike,2007
27499,"9,995",GSX-R1000,Suzuki Standard,2007
14244,"2,995",GZ250,Suzuki Standard,2006
43243,"5,999",BOULEVARD M109 M109R,Suzuki Cruiser,2006
14853,"2,299",GZ 250,Suzuki Cruiser,2006
11088,"2,900",BOULEVARD C50,Suzuki Touring,2006
42416,"5,999",BOULEVARD M109 M109R B.O.S.S.,Suzuki Cruiser,2006
29028,"2,999",VS800,Suzuki Standard,1996
90762,"3,499",CAVALCADE GV1400 GV1400GTG,Suzuki Touring,1986
22988,"4,750",750,Suzuki Classic / Vintage,1978
2,"16,149",GSX-R1000, Suzuki Standard,2023
2,"8,599",BURGMAN 400, Suzuki Scooter,2023
5,"18,799",HAYABUSA, Suzuki Sportbike,2023
5,"16,149",GSX-R1000, Suzuki Sportbike,2023
5,"7,799",DR-Z400SM, Suzuki Dual Sport,2023
2,"8,509",GSX-S750Z ABS, Suzuki Sportbike,2022
2,"4,999",BURGMAN 200, Suzuki Scooter,2022
2028,"16,392",GSX-R1000,Suzuki Sportbike,2022
5874,"16,879",GSX-R 1000 ABS,Suzuki Sportbike,2022
1912,"15,890",HAYABUSA,Suzuki Sportbike,2022
2858,"8,495",SV650X,Suzuki Standard,2019
9933,"7,995",DR-Z 400SM,Suzuki Standard,2019
10543,"11,995",GSX-R 750,Suzuki Sportbike,2019
27842,"5,995",SV650,Suzuki Standard,2018
40583,"10,988",GSX-R600,Suzuki Sportbike,2018
2277,"13,199",HAYABUSA,Suzuki Sportbike,2018
64213,"12,500",GSX-R1000 ABS,Suzuki Standard,2017
34160,"8,495",V-STROM 650 XT 650XT,Suzuki Dirt Bike,2017
18355,"7,999",V STROM 1000 ABS,Suzuki Touring,2014
31432,"11,900",GSX-R1000L4 STR 1000R,Suzuki Standard,2014
23311,"5,995",BURGMAN™ 650 EXEC 650 EXECUTIVE,Suzuki Scooter,2012
20773,"8,990",BOULEVARD M109R,Suzuki Cruiser,2008
43954,"3,999",BOULEVARD C50T C50 T,Suzuki Cruiser,2008
7672,"13,999",BOULEVARD C50,Suzuki Cruiser,2007
29134,"4,500",VL1500T C90T,Suzuki Cruiser,2006
27002,"3,499",BOULEVARD C50T C50 T,Suzuki Cruiser,2006
32106,"6,699",GSX-R600™,Suzuki Sportbike,2006
3927,"2,995",GS500FK4,Suzuki Standard,2004
16,"18,799",HAYABUSA, Suzuki Sportbike,2023
2,"6,699",DR-Z400S, Suzuki Standard,2023
2,"7,299",DR-Z400SM, Suzuki Standard,2022
2,"2,095",DR-Z50, Suzuki Dirt Bike,2022
2,"13,152",V-STROM 1050XT, Suzuki Custom,2022
5,"4,999",BURGMAN 200, Suzuki Scooter,2022
2015,"16,999",GSX-R1000R,Suzuki Sportbike,2022
28453,"14,999",HAYABUSA,Suzuki Sportbike,2022
781,"6,633",DR650S,Suzuki Dual Sport,2022
6632,"12,999",BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2021
3455,"8,999",V-STROM 650XT ADVENTURE,Suzuki Touring,2020
1529,"10,877",V-STROM 1050,Suzuki Dual Sport,2020
3590,"6,999",DR-Z400SM,Suzuki Dual Sport,2019
1608,"6,795",SV650X,Suzuki Sportbike,2019
4270,"9,990",GSX-R600,Suzuki Sportbike,2019
24707,"8,450",BOULEVARD M90,Suzuki Cruiser,2018
3827,"6,999",BOULEVARD C50T C50 T,Suzuki Cruiser,2018
28070,"8,988",V-STROM 1000,Suzuki Dual Sport,2018
13209,"9,997",V-STROM 1000XT,Suzuki Dual Sport,2018
9397,"9,299",GSX-R600,Suzuki Sportbike,2017
38624,"15,900",GSX R 1000R,Suzuki Sportbike,2017
20587,"10,475",GSX R 600,Suzuki Sportbike,2017
6376,"10,990",BOULEVARD C90 B.O.S.S.,Suzuki Cruiser,2016
7239,"6,500",GSX-S 750,Suzuki Standard,2015
4686,"5,388",DR-Z400SM,Suzuki Dual Sport,2015
19050,"5,290",BOULEVARD C50T C50 T,Suzuki Touring,2015
50876,"10,900",GSX-1000R L3,Suzuki Standard,2013
7598,"5,799",BOULEVARD M50,Suzuki Cruiser,2013
6375,"4,990",BOULEVARD M50,Suzuki Cruiser,2013
30569,"5,888",V-STROM 1000,Suzuki Standard,2012
11908,"2,999",BOULEVARD M50,Suzuki Cruiser,2008
19402,"7,188",GSX-R750™,Suzuki Sportbike,2007
81587,"7,900",GSX-1000R,Suzuki Sportbike,2006
8021,"4,295",C50 BOULEVARD,Suzuki Cruiser,2006
41013,"5,999",V-STROM 1000,Suzuki Standard,2005
23149,"2,999",VL800,Suzuki Custom,2003
37818,"3,499",SV 650,Suzuki Sportbike,2001
2,"6,399",SV650, Suzuki Sportbike,2023
2,"14,099",GSX-S1000GT PLUS 1000GT+, Suzuki Cruiser,2023
2,"15,199",V-STROM 1050, Suzuki Dual Sport,2023
2,"18,199",GSX-R1000RAM3, Suzuki Sportbike,2023
2,"7,799",DR-Z400SM, Suzuki Dual Sport,2023
2,"18,199",GSX-R1000RAM3, Suzuki Custom,2023
2,"15,599",VZR1800BZM3 C50 T B.O.S.S., Suzuki Custom,2023
2,"12,949",GSX-R750Z, Suzuki Sportbike,2023
2,"13,349",GSX-S1000GT, Suzuki Sportbike,2023
2,"18,799",HAYABUSA, Suzuki Sportbike,2023
2,"16,149",GSX-R1000, Suzuki Sportbike,2023
2,"8,909",BOULEVARD C50, Suzuki Cruiser,2023
2,"14,199",V-STROM 1050XT, Suzuki Dual Sport,2022
17220,"15,990",HAYABUSA,Suzuki Sportbike,2022
2,"3,259",DR-Z125L, Suzuki Dirt Bike,2022
5087,"12,599",GSX-R750,Suzuki Sportbike,2022
5280,"12,990",GSX-R750,Suzuki Sportbike,2022
8467,"6,544",DR-Z400SM,Suzuki Dual Sport,2021
2491,"10,595",V-STROM 650XT ADVENTURE,Suzuki Dual Sport,2021
11001,"10,995",KATANA,Suzuki Standard,2020
856,"10,877",V-STROM 1050XT,Suzuki Dual Sport,2020
389,"6,995",BOULEVARD M50,Suzuki Cruiser,2019
1337,"7,295",BOULEVARD M90,Suzuki Cruiser,2019
7303,"9,894",BOULEVARD C90 B.O.S.S.,Suzuki Cruiser,2019
16530,"11,391",V-STROM 1000,Suzuki Dual Sport,2019
3436,"11,800",V-STROM 1000,Suzuki Dual Sport,2019
1202,"9,290",GSX-R600,Suzuki Sportbike,2018
14170,"13,895",GSX-R1000R,Suzuki Sportbike,2017
16991,"9,000",BOULEVARD M90,Suzuki Cruiser,2016
27291,"7,995",V-STROM 1000 ABS,Suzuki Sport Touring,2014
5,"11,799",GSX-R600Z, Suzuki Standard,2023
2,"18,299",GSX-R1000RAM3, Suzuki Sportbike,2023
2,"18,299",GSX-R1000RZ, Suzuki Sportbike,2023
2,"9,104",V-STROM 650, Suzuki Dual Sport,2023
628,"7,091",DR-Z400S,Suzuki Dual Sport,2023
2,"7,799",DR-Z400SM, Suzuki Dual Sport,2023
2,"7,399",SV650, Suzuki Sportbike,2023
2,"11,499",GSX-S1000, Suzuki Sportbike,2023
2,"7,099",DR-Z400S, Suzuki Dual Sport,2023
2,"18,799",HAYABUSA, Suzuki Sportbike,2023
5,"16,149",GSX-R1000, Suzuki Sportbike,2023
2,"11,699",GSX-R600, Suzuki Sportbike,2023
2,"10,999",GSX-S1000, Suzuki Sportbike,2023
2,"6,499",DR-Z400SM, Suzuki Competition,2023
2,"7,369",SV650 ABS, Suzuki Sportbike,2022
1957,"10,691",GSX-S1000,Suzuki Sportbike,2022
2,"8,129",GSX-S750, Suzuki Sportbike,2022
676,"13,995",BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2022
4843,"16,591",HAYABUSA,Suzuki Sportbike,2022
2,"2,848",DR-Z125LM2,Suzuki Mx,2022
1321,"7,697",DR-Z400SM,Suzuki Dual Sport,2021
17976,"12,790",GSX-R 750 100TH ANNIVERSARY EDITION,Suzuki Sportbike,2021
4112,"6,995",SV650,Suzuki Sportbike,2020
1802,"11,199",GSX-R750,Suzuki Sportbike,2020
2124,"13,490",V-STROM 1050,Suzuki Dual Sport,2020
20242,"14,799",V-STROM 1050,Suzuki Dual Sport,2020
4543,"8,595",GSX-S750Z ABS,Suzuki Standard,2020
3473,"11,291",KATANA,Suzuki Standard,2020
4709,"5,794",DR-Z400S,Suzuki Dual Sport,2020
8964,"7,988",V-STROM 650,Suzuki Dual Sport,2020
11381,"11,970",GSX-R600,Suzuki Sportbike,2020
7575,"12,995",BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2020
6519,"14,000",V-STROM 1000XT ADVENTURE,Suzuki Dual Sport,2019
2638,"12,991",BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2019
34961,"6,599",V-STROM 650,Suzuki Dual Sport,2019
1498,"7,995",BOULEVARD M50,Suzuki Cruiser,2019
5,"5,995",RM-Z450,Suzuki Dirt Bike,2018
8727,"10,891",GSX-R600,Suzuki Sportbike,2018
7063,"5,633",BURGMAN 400 ABS,Suzuki Scooter,2018
11013,"11,495",DL1000 V-STROM XT,Suzuki Dual Sport,2018
9788,"7,999",BOULEVARD M90,Suzuki Cruiser,2018
25082,"13,995",GSX-R 1300 HAYABUSA BASE,Suzuki Sportbike,2018
19616,"7,799",V-STROM 650,Suzuki Dual Sport,2017
1867,"14,499",HAYABUSA,Suzuki Sportbike,2017
5861,"13,995",HAYABUSA,Suzuki Sportbike,2017
20371,"5,999",BOULEVARD C50T C50 T,Suzuki Touring,2016
13959,"4,495",M50 BOULEVARD,Suzuki Cruiser,2014
23962,"9,995",GSX-R600,Suzuki Sportbike,2012
37585,"11,990",GSX R1000,Suzuki Sportbike,2011
22025,"7,399",BOULEVARD,Suzuki Cruiser,2011
29963,"10,500",GSX1300R HAYABUSA,Suzuki Standard,2008
12818,"8,950",BOULEVARD C109R C109RTK8,Suzuki Cruiser,2008
15862,"2,900",BOULEVARD S50,Suzuki Cruiser,2008
30822,"6,999",BOULEVARD M109R,Suzuki Cruiser,2007
37718,"6,988",GSX-R 750,Suzuki Sportbike,2006
33033,"7,500",GSX-R1000,Suzuki Sportbike,2005
126482,"1,995",V STROM 1000,Suzuki Dual Sport,2005
40234,"3,995",BOULEVARD C90T,Suzuki Cruiser,2005
19618,"3,200",DR 650SE,Suzuki Dual Sport,2004
7564,"2,900",TS,Suzuki Dual Sport,1971
2,"7,099",DR-Z400S, Suzuki Standard,2023
2,"17,999",HAYABUSA, Suzuki Sportbike,2023
2,"18,799",HAYABUSA 1340, Suzuki Sportbike,2023
2,"7,399",SV650, Suzuki Sportbike,2023
2,"10,359",BOULEVARD C50T C50 T, Suzuki Cruiser,2023
2,"3,499",DR-Z125L, Suzuki Dirt Bike,2023
2,"18,799",HAYABUSA, Suzuki Sportbike,2023
2,"15,587",BOULEVARD M109R B.O.S.S., Suzuki Cruiser,2023
2,"10,799",V-STROM 650, Suzuki Dual Sport,2023
2,"11,499",GSX-S1000, Suzuki Sportbike,2023
2,"18,799",HAYABUSA, Suzuki Sportbike,2023
2,"15,599",BOULEVARD M109R B.O.S.S., Suzuki Cruiser,2023
2,"6,499",DR-Z400SM, Suzuki Super Moto,2023
1028,"16,999",HAYABUSA,Suzuki Sportbike,2022
1730,"16,220",HAYABUSA,Suzuki Sportbike,2022
2,"10,059",BOULEVARD C50T C50 T, Suzuki Cruiser,2022
12682,"10,991",GSX-R750,Suzuki Sportbike,2022
2,"7,549",GSX-S750, Suzuki Sportbike,2022
3822,"17,995",HAYABUSA 1300,Suzuki Sportbike,2022
3518,"6,487",DR-Z400S,Suzuki Dual Sport,2021
2029,"8,499",V-STROM 650,Suzuki Dual Sport,2021
7403,"7,200",V-STROM 650 ABS,Suzuki Dual Sport,2020
9120,"8,495",V-STROM 650 XT 650XT,Suzuki Dual Sport,2020
5292,"11,252",KATANA,Suzuki Standard,2020
2383,"11,990",KATANA,Suzuki Standard,2020
10,"12,990",KATANA,Suzuki Standard,2020
10549,"9,500",VL1500 M90 BLVD,Suzuki Standard,2019
7675,"5,999",SV650X,Suzuki Sportbike,2019
3080,"9,991",BOULEVARD C90 B.O.S.S.,Suzuki Cruiser,2019
8019,"3,999",GSX250R ABS,Suzuki Sportbike,2019
602,"5,990",GSX250R,Suzuki Sportbike,2019
12006,"11,995",BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2019
14260,"8,999",V-STROM 650XT TOURING 650XT ABS,Suzuki Standard,2019
15953,"10,301",GSX-R750,Suzuki Sportbike,2018
2884,"14,777",GSX-R1000RAZL8,Suzuki Sportbike,2018
1725,"5,490",GSX250R,Suzuki Standard,2018
282,"4,995",GSX250R,Suzuki Sportbike,2018
15147,"12,492",GSX-R1000,Suzuki Sportbike,2018
1725,"5,490",GSX250R,Suzuki Standard,2018
8811,"9,990",GSX-S1000 ABS,Suzuki Standard,2018
6275,"11,999",GSX-R750,Suzuki Standard,2017
17888,"9,999",GSX-R600,Suzuki Sportbike,2017
1320,"7,888",SV650,Suzuki Sportbike,2017
1749,"5,199",RMX450Z,Suzuki Competition,2017
7612,"14,990",HAYABUSA,Suzuki Sportbike,2017
2694,"15,990",HAYABUSA,Suzuki Sportbike,2016
7358,"7,997",GSX-S750,Suzuki Standard,2015
8905,"8,993",V-STROM 1000 ABS ADVENTURE,Suzuki Dual Sport,2015
26207,"8,990",BOULEVARD C90 T C90T,Suzuki Touring,2015
26470,"8,995",GSXR 600,Suzuki Sportbike,2015
32142,"8,400",V STROM 1000 ABS,Suzuki Touring,2014
4587,"14,990",HAYABUSA 50TH ANNIVERSARY EDITION LIMITED EDITION,Suzuki Sportbike,2014
54877,"7,900",V-STROM 1000 ABS,Suzuki Standard,2014
17825,"5,999",BOULEVARD M90,Suzuki Cruiser,2013
14616,"9,990",BOULEVARD C90T B.O.S.S.,Suzuki Cruiser,2013
23353,"11,965",HAYABUSA,Suzuki Sportbike,2013
25062,"9,470",GSX-R 600,Suzuki Sportbike,2013
8364,"10,990",BOULEVARD M109R LIMITED EDITION,Suzuki Cruiser,2012
23109,"8,499",GSX-R 750,Suzuki Sportbike,2011
50628,"6,400",VLR1800-C 109RT C109RTK8,Suzuki Cruiser,2009
15886,"2,999",BURGMAN™ 400,Suzuki Scooter,2009
18025,"4,400",BOULEVARD M50 SPECIAL EDITION,Suzuki Cruiser,2009
33828,"5,399",BOULEVARD C109R C109RTK8,Suzuki Cruiser,2008
8661,"7,990",BOULEVARD C109R C109RTK8,Suzuki Cruiser,2008
16729,"5,295",V STROM 1000,Suzuki Dual Sport,2008
22391,"4,995",BOULEVARD C50,Suzuki Cruiser,2007
13538,"7,600",GSX 1000,Suzuki Sportbike,2005
54039,"6,900",GT 750,Suzuki Classic / Vintage,1974
595,"5,471",GSX250R ABS,Suzuki Sportbike,2022
3758,"8,182",V-STROM 650XT ADVENTURE,Suzuki Dual Sport,2020
22193,"11,991",V-STROM 1050XT,Suzuki Dirt Bike,2020
6952,"15,995",GSX-R1000,Suzuki Sportbike,2020
652,"9,498",KATANA,Suzuki Standard,2020
2575,"11,400",KATANA,Suzuki Sportbike,2020
20662,"6,828",V-STROM 650,Suzuki Dual Sport,2019
2429,"8,999",BOULEVARD M90,Suzuki Cruiser,2019
4648,"8,918",BOULEVARD M90,Suzuki Cruiser,2019
3494,"8,999",BOULEVARD M90,Suzuki Cruiser,2019
9632,"8,995",V-STROM 650XT,Suzuki Dual Sport,2018
11130,"11,499",GSX-R600,Suzuki Sportbike,2017
7712,"3,295",VANVAN 200,Suzuki Standard,2017
22346,"12,900",GSX-R1000R,Suzuki Sportbike,2017
7537,"8,999",BOULEVARD C90T,Suzuki Cruiser,2017
3352,"13,995",GSX-R 1000R,Suzuki Sportbike,2017
3687,"6,499",BOULEVARD C50 T,Suzuki Cruiser,2016
3452,"9,488",V-STROM 1000 ABS ADVENTURE,Suzuki Dual Sport,2016
37734,"6,458",V-STROM 1000 ABS,Suzuki Sport Touring,2014
20390,"9,000",GSX R 750,Suzuki Sportbike,2014
27047,"9,990",BOULEVARD C90 B.O.S.S.,Suzuki Cruiser,2014
5686,"11,995",GSX-R 750,Suzuki Sportbike,2014
18025,"8,999",V-STROM 1000 ABS,Suzuki Standard,2014
36645,"8,460",V-STROM 1000 ABS ADVENTURE,Suzuki Standard,2014
3042,"11,999",HAYABUSA,Suzuki Sportbike,2013
37820,"4,350",V STROM 650 ABS,Suzuki Standard,2012
8026,"11,500",GSX1300R HAYABUSA,Suzuki Standard,2011
17307,"5,999",V-STROM 650 ABS,Suzuki Standard,2011
73225,"4,200",V-STROM 1000,Suzuki Touring,2008
84417,"4,999",BOULEVARD C109RT,Suzuki Touring,2008
71761,"2,999",BOULEVARD C50,Suzuki Cruiser,2006
9854,"4,999",BURGMAN 650,Suzuki Scooter,2005
23281,"3,300",VS1400 INTRUDER,Suzuki Cruiser,2003
51784,"3,400",VL1500 INTRUDER LC 1500,Suzuki Standard,2000
2,"11,899",GSX-R750, Suzuki Sportbike,2023
2,"18,199",GSX-R1000R, Suzuki Standard,2023
2,"16,149",GSX-R1000, Suzuki Sportbike,2023
2,"11,349",GSX-R750, Suzuki Sportbike,2023
2,"18,299",GSX-R1000RZ, Suzuki Standard,2023
2,"9,104",SV 650, Suzuki Standard,2023
1127,"6,900",DR-Z400S,Suzuki Standard,2023
2,"3,899",BURGMAN 200, Suzuki Scooter,2022
161,"7,796",RM-Z250,Suzuki Dirt Bike,2022
2,"13,481",BOULEVARD M109R B.O.S.S., Suzuki Custom,2022
2422,"18,599",HAYABUSA, Suzuki Sportbike,2022
2,"2,950",RM85, Suzuki Dirt Bike,2022
2,"4,999",BURGMAN 200, Suzuki Scooter,2022
3682,"9,495",V-STROM 650XT,Suzuki Dual Sport,2021
8232,"4,995",DR650S,Suzuki Dual Sport,2019
14001,"12,397",HAYABUSA,Suzuki Sportbike,2018
4490,"10,990",V-STROM 1000XT,Suzuki Standard,2018
33807,"4,999",SV650,Suzuki Sportbike,2017
18313,"10,972",GSX-R 600,Suzuki Sportbike,2017
12191,"8,977",V-STROM 1000 ABS ADVENTURE,Suzuki Dual Sport,2016
13939,"13,999",GSXR1000,Suzuki Sportbike,2015
5658,"4,477",SFV650,Suzuki Sportbike,2015
53541,"4,999",SFV650,Suzuki Standard,2015
20830,"6,991",V-STROM 650 ABS ADVENTURE,Suzuki Dual Sport,2015
12254,"4,299",BOULEVARD C50T C50 T,Suzuki Touring,2015
14964,"8,999",GSX-R600,Suzuki Competition,2014
52548,"10,995",HAYABUSA GSX 1300,Suzuki Sportbike,2014
7648,"6,995",BOULEVARD M90,Suzuki Cruiser,2013
5369,"6,499",BOULEVARD M90,Suzuki Cruiser,2013
21192,"11,999",GSX-R 1000 COMMEMORATIVE EDITION,Suzuki Sportbike,2013
28970,"12,990",HAYABUSA,Suzuki Sportbike,2012
62444,"8,995",GSXR 1000,Suzuki Sportbike,2012
31936,"4,995",BOULEVARD C50 T,Suzuki Touring,2011
5222,"9,995",GSX R 1000,Suzuki Sportbike,2011
66628,"4,800",DL1000 V-STROM,Suzuki Touring,2009
15356,"4,799",BOULEVARD C50,Suzuki Cruiser,2009
10602,"3,995",BOULEVARD C50,Suzuki Cruiser,2009
22409,"7,490",BOULEVARD M109R,Suzuki Cruiser,2007
16280,"6,999",BOULEVARD M109R,Suzuki Cruiser,2007
51512,"5,990",BOULEVARD C90,Suzuki Cruiser,2007
20040,"3,499",GS 500F,Suzuki Standard,2007
29989,"4,599",BOULEVARD C50T C50 T,Suzuki Touring,2006
46172,"3,495",BANDIT 1200 GFS GS1200,Suzuki Sportbike,2005
3000,"3,799",VL1500 INTRUDER LC LC 1500,Suzuki Cruiser,2003
97472,"3,699",V-STROM 1000,Suzuki Standard,2003
2,"18,799",HAYABUSA, Suzuki Standard,2023
5,"6,399",SV650, Suzuki Sportbike,2023
5,"15,899",HAYABUSA, Suzuki Sportbike,2023
2,"18,199",GSX-R1000R, Suzuki Sportbike,2023
2,"6,999",DR650S, Suzuki Dual Sport,2023
8,"7,099",DR-Z400S, Suzuki Dual Sport,2023
2,"18,199",GSX-R1000R, Suzuki Sportbike,2023
8,"6,999",DR650S, Suzuki Dual Sport,2023
8,"18,199",GSX-R1000R, Suzuki Sportbike,2023
8,"16,499",GSX-R1000R, Suzuki Sportbike,2023
8,"12,949",GSX-R750Z, Suzuki Sportbike,2023
5,"10,799",V-STROM 650, Suzuki Dual Sport,2023
2,"9,104",V-STROM 650, Suzuki Dual Sport,2023
8,"15,599",BOULEVARD M109R B.O.S.S., Suzuki Cruiser,2023
2,"15,599",BOULEVARD M109R B.O.S.S., Suzuki Cruiser,2023
3,"9,104",V-STROM 650, Suzuki Dual Sport,2023
3,"18,799",HAYABUSA, Suzuki Sportbike,2023
3,"14,099",GSX-R750, Suzuki Sportbike,2023
